id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
3996,750053310,Alejandra,Cedillo Barrios,F,1952-03-31,karla54@example.net,09322061525,4,2023-10-16,Ocasional
3997,842677130,Alta  Gracia,Bétancourt Zapata,M,1989-06-25,quezadamauricio@example.net,795-047-0062x2501,4,2022-06-04,Ocasional
3998,306964805,María Cristina,Salcido Merino,M,1976-10-04,riveroguillermina@example.net,909-239-3604x47070,2,2023-01-27,Ocasional
3999,337163103,Lourdes,Prieto Ávalos,N,1994-12-12,miguel96@example.com,739-831-1259,4,2025-03-02,VIP
4000,793665528,Nadia,Covarrubias Chávez,F,2004-06-11,serratorufino@example.net,1-016-244-4516x961,4,2023-05-08,VIP
4001,635208696,Esmeralda,Sáenz Alcaraz,M,1969-07-12,franciscaanguiano@example.net,(497)853-1502x74393,2,2023-11-03,VIP
4002,022607905,Samuel,Carrillo Valladares,N,1966-06-01,olivaresjesus@example.com,1-948-062-0952,,,Frecuente
4003,103846399,Miguel Ángel,Mesa Sanches,M,1965-12-09,cbahena@example.org,093.330.2068,3,2025-09-01,VIP
4004,821622619,Eduardo,Collado Alcántar,N,1959-11-08,ernesto84@example.com,(813)497-8575,1,2025-01-27,Ocasional
4005,565277606,Conchita,Garica Colunga,F,1964-05-31,focampo@example.org,1-821-186-2050,,,Frecuente
4006,253702339,Zacarías,Cazares Nieto,F,2006-05-20,andres30@example.net,996-294-2649x77070,3,2022-05-27,Frecuente
4007,380644347,Esteban,Lovato Miranda,N,1953-06-17,edelgado@example.com,527.421.6919,1,2023-10-30,VIP
4008,080325708,Jonás,Rubio Mota,N,2001-06-07,camila90@example.com,1-490-654-7829,,,VIP
4009,677351444,Concepción,Macías Badillo,F,1961-10-27,zponce@example.org,(187)007-4989x00618,3,2022-03-17,Frecuente
4010,450633170,Alfredo,Corral Apodaca,M,1968-09-12,camilanino@example.com,(775)216-3592x444,1,2022-08-04,Ocasional
4011,110011122,Joaquín,Anaya Raya,M,2006-07-08,tmedrano@example.com,891-559-3989x7751,2,2022-10-12,Ocasional
4012,010900587,Homero,Cepeda Matos,N,2000-09-24,salinasgustavo@example.org,(120)373-6001,4,2024-02-03,Frecuente
4013,672302050,Hermelinda,Medina Escobar,N,1981-06-04,dianaguevara@example.org,142.041.7939x5384,4,2022-01-24,VIP
4014,458434046,Elisa,Alejandro Roybal,N,1979-10-18,segoviahernan@example.com,(090)351-4903x331,3,2025-09-15,VIP
4015,654853032,Fernando,Varela Esquivel,N,1987-07-05,zaranda@example.com,1-720-731-1567x62386,1,2022-05-30,Frecuente
4016,393747319,Jorge,Tapia Centeno,N,1988-11-20,bgonzalez@example.org,1-618-030-3879x42634,,,Frecuente
4017,303378359,Abraham,Moreno Lozano,N,1955-09-02,xmuniz@example.org,1-698-322-9918,4,2023-05-15,Ocasional
4018,867210563,Ángel,Curiel Sarabia,M,1961-05-27,barretoramon@example.org,1-701-982-7717x956,1,2024-02-25,Ocasional
4019,176390443,Miriam,Solano Mendoza,N,2000-08-05,bosorio@example.org,177-444-1565,,,Ocasional
4020,190423395,María del Carmen,Lira Gallegos,F,1986-09-07,mmeza@example.net,(481)328-1801,4,2025-07-30,Ocasional
4021,386945258,Dolores,Navarrete Mora,M,1951-12-06,yeni45@example.com,1-526-407-1491,4,2023-09-30,VIP
4022,095246079,Elvia,Cardenas Arguello,M,1955-10-09,luis-manuel52@example.com,(045)645-4312,4,2025-02-13,Ocasional
4023,953210931,René,Badillo Granados,M,1990-09-26,luisamatos@example.org,947-299-2633,,,Frecuente
4024,903428906,María del Carmen,Apodaca Aponte,N,1984-10-23,carlos13@example.net,122.276.1584x2511,4,2022-11-01,Ocasional
4025,826384482,Patricia,Rojo Lucio,F,1950-01-24,cristinagriego@example.org,(583)132-9757x0340,2,2024-12-09,Frecuente
4026,495448034,Silvia,Quintero Carvajal,M,2005-07-12,jassooswaldo@example.com,(362)748-1873,,,Ocasional
4027,458389694,Camilo,Roque Uribe,N,1986-02-12,celia97@example.com,(284)685-1926,2,2024-12-14,Frecuente
4028,555353412,Andrés,Saavedra Mora,N,1982-01-28,jzapata@example.com,1-429-003-9161x02811,3,2024-08-26,Frecuente
4029,044388914,Bernabé,Campos Saiz,F,1979-10-23,maciasalejandra@example.com,1-787-374-8052x17020,,,Ocasional
4030,296502099,Modesto,Guardado Vallejo,M,1964-03-15,obadillo@example.org,(316)295-8107x719,2,2022-08-05,VIP
4031,899235973,Leonardo,Saldivar Puente,N,1968-09-22,ehidalgo@example.net,606-485-8884x442,1,2024-05-20,Ocasional
4032,464195667,Gonzalo,Mondragón Baeza,N,1986-11-26,sergio88@example.com,(538)684-5126,,,Frecuente
4033,487681866,Isaac,Díaz Salcido,N,1981-06-16,cperez@example.org,05525417832,2,2025-09-02,Frecuente
4034,985246580,Augusto,Berríos Corona,M,1976-08-26,gtijerina@example.net,(850)634-5856x977,3,2025-07-18,Frecuente
4035,074199653,Andrea,Abreu Lomeli,F,1970-11-13,ursula68@example.net,(263)424-2359x2887,1,2023-10-23,Ocasional
4036,735491892,Adalberto,Alemán Meraz,F,2004-04-01,jaquelineborrego@example.org,272-586-1821x140,3,2022-05-27,Ocasional
4037,190508108,Pascual,Laboy Sánchez,F,1955-12-11,jholguin@example.com,05471216275,4,2025-07-17,VIP
4038,067597444,María Elena,Espinosa Guajardo,N,1985-10-28,alonsoalvarado@example.com,01936895297,,,Frecuente
4039,342136589,Gloria,Tirado Alarcón,M,1997-05-27,eloisagodoy@example.net,235.845.9638,1,2025-11-12,Ocasional
4040,301603540,Ernesto,Sevilla Manzanares,N,2004-06-02,cbanuelos@example.com,1-169-815-5561x3960,3,2022-12-01,VIP
4041,297822436,Yuridia,Márquez Rodríquez,F,1952-12-27,camilo04@example.org,258-465-8993,3,2022-10-29,Ocasional
4042,681002631,Elvira,Guevara Mireles,F,1987-02-03,ccaballero@example.com,(538)499-4084x7727,,,Ocasional
4043,832399582,Sessa,Regalado Corrales,F,1953-08-04,chavezmiriam@example.com,140.046.4087x98173,4,2023-09-19,VIP
4044,369417756,Magdalena,Carmona Saucedo,N,2006-03-12,maria-del-carmen52@example.com,216.420.1180,1,2024-05-23,Ocasional
4045,666474351,Ofelia,de la Garza Zayas,N,1985-11-03,flavio85@example.org,01215946333,,,Frecuente
4046,821369634,Ramiro,Carbajal Rojas,M,1975-04-19,concepcion76@example.net,+17(7)0690533701,,,Ocasional
4047,412391166,Rufino,Gracia Ojeda,M,1960-09-26,salvadorsolorzano@example.net,(514)364-6296x905,2,2025-06-04,Ocasional
4048,340046673,Hugo,Molina Dueñas,N,1976-08-28,villalpandoalfredo@example.net,(671)258-4047,2,2023-10-28,Ocasional
4049,782030738,Linda,Baeza Sarabia,N,1979-01-27,aldonzaquezada@example.org,1-460-079-7407,3,2022-01-08,Ocasional
4050,505366586,Marco Antonio,Sevilla Montez,F,2001-12-16,qjiminez@example.net,1-255-933-4886x95468,4,2023-01-23,Ocasional
4051,956691815,Ana María,Adame Castillo,N,1970-07-12,adelaquintero@example.com,653-175-9596,,,VIP
4052,528991357,Cecilia,Rojas Jaime,F,2003-02-16,esmeraldagomez@example.com,(128)343-7037x52696,4,2022-01-25,Frecuente
4053,482151270,Nelly,Noriega Romo,M,1990-01-02,esperanza91@example.com,913-946-8933x27661,3,2024-09-20,VIP
4054,932545545,José Manuél,Gamboa Sánchez,N,1990-08-01,ofelia11@example.com,251-257-4815,,,Frecuente
4055,450812351,Emilio,Duarte Manzanares,N,1969-08-26,oavila@example.com,981.808.5542,4,2025-10-12,Frecuente
4056,234276137,Aldo,Ornelas Acevedo,F,2002-09-19,santiagoortega@example.org,+78(9)4935061772,3,2024-02-02,Frecuente
4057,454889536,Emilia,Segura Cervantes,F,1978-02-01,resendezjeronimo@example.org,03486579681,3,2024-08-05,VIP
4058,897780070,Adán,Guerrero Escamilla,M,1972-01-07,chapadalia@example.com,+17(3)2815954312,4,2023-10-27,Frecuente
4059,941316758,Francisca,Pantoja Sáenz,N,1995-04-10,abril09@example.com,+43(7)8141195873,,,Ocasional
4060,470686363,Lourdes,Arteaga Paz,F,1998-11-02,gabinoarenas@example.com,03005723953,3,2024-04-06,VIP
4061,649180515,Eduardo,Regalado Vallejo,F,1961-03-25,sarabiadavid@example.org,167.162.9968,2,2024-04-04,VIP
4062,064557755,Andrés,Rocha Merino,N,1971-09-30,pilar14@example.com,335-215-6023,2,2022-09-24,VIP
4063,082709823,Yuridia,de la Garza Madera,N,1982-08-07,zmalave@example.net,927.185.5137x035,2,2024-10-26,Frecuente
4064,979929280,Roberto,Razo Zamudio,F,1951-07-05,utorres@example.org,(784)178-6793x9369,1,2023-12-24,VIP
4065,067920842,Estefanía,Vásquez Madera,M,2004-07-22,mitzy20@example.org,+35(2)1048114681,,,VIP
4066,371668103,Federico,Tejeda Villagómez,F,1972-12-01,federicobenavides@example.org,634-923-5249x3710,,,VIP
4067,681640027,Germán,Camacho Rivera,M,1969-05-21,zescamilla@example.net,1-103-016-4040,2,2023-03-03,Ocasional
4068,126782963,Esperanza,Rocha Pabón,M,1963-02-21,camilocarranza@example.net,(069)043-8911x4821,1,2024-07-12,Frecuente
4069,840462610,Sandra,Velázquez Carrasco,F,1953-05-16,abelnunez@example.org,418-501-6641,3,2025-10-13,Frecuente
4070,512216515,Jacinto,Almanza Zedillo,F,1950-04-01,miguel-angel56@example.net,01343153293,1,2022-07-27,Frecuente
4071,631725593,Barbara,Huerta Viera,N,1994-05-04,salmacervantes@example.net,223-596-3472x6247,,,Frecuente
4072,333022356,Bernardo,Villegas González,N,1950-10-16,peresilse@example.org,1-730-872-4036x480,1,2022-06-12,Ocasional
4073,379483702,Adán,de Jesús Mota,F,1969-05-04,abril64@example.net,676-517-2775x32912,3,2025-09-01,Frecuente
4074,115021056,Emilia,Olivera Meléndez,N,1975-12-18,manuel44@example.org,930-015-9038,3,2024-07-23,Ocasional
4075,568561230,Dulce,Hernández Alcala,N,1999-05-27,amandaviera@example.org,834-364-4566,1,2022-06-24,Ocasional
4076,084420884,Elvira,Altamirano Villaseñor,N,1980-11-04,ochoaluis@example.net,1-804-940-6644,,,Frecuente
4077,608558961,Lorenzo,Negrete Barrera,F,1964-03-13,marisol17@example.net,1-230-028-8349x2844,2,2025-07-26,VIP
4078,273130658,Isabel,Menchaca Arguello,F,1987-12-14,pmarin@example.org,828.037.9440x0010,1,2023-06-17,Frecuente
4079,500771420,Isaac,Prieto Tamez,M,1960-12-08,mrojo@example.org,649.644.2216,4,2023-04-28,VIP
4080,917079234,Rodolfo,Palomo Solorzano,N,1967-04-05,monicapreciado@example.net,979.348.5963x572,2,2024-11-26,Ocasional
4081,110743922,Carolina,Feliciano Bravo,M,1979-10-06,carmen60@example.com,1-794-815-7581x00154,3,2023-10-18,Ocasional
4082,154742019,Homero,Rico Murillo,M,1967-01-14,duartefrancisca@example.com,379.848.0020x328,3,2022-01-15,Frecuente
4083,916778927,Miguel Ángel,Ávalos Quintanilla,N,2005-06-29,ebarreto@example.net,322.509.1557x32222,4,2024-09-04,Ocasional
4084,484907893,Federico,Cervántez Padilla,F,1967-07-29,bustamantemaria-elena@example.com,(269)883-2099,4,2025-06-07,Ocasional
4085,719655943,Susana,Bétancourt Chacón,F,1988-06-29,conchita34@example.net,1-906-184-5672,,,VIP
4086,582431516,Marcela,Segura Montez,M,1994-08-10,bestrada@example.org,1-394-847-7146x73390,4,2023-07-21,VIP
4087,737377314,Silvia,Corrales Casillas,M,1994-10-06,margaritaarenas@example.org,327-403-1694x7434,2,2023-10-27,Ocasional
4088,349034645,Arturo,Tijerina Tamez,N,2005-09-17,murosusana@example.com,651-502-1864x59821,2,2025-03-14,Frecuente
4089,452597433,René,Madrigal Carrión,N,1957-04-02,arturo76@example.org,618-908-5403x0325,1,2023-04-09,Frecuente
4090,111698512,Estela,Negrón Medrano,M,1993-10-30,rosa95@example.org,720.560.0642x0922,,,Frecuente
4091,353633614,Jos,Vanegas Salazar,M,1991-02-28,serafinpedroza@example.com,+71(0)6011303223,1,2024-06-12,Ocasional
4092,556225305,Yeni,Crespo Haro,M,1951-01-10,hilda33@example.net,453.656.0267x412,1,2024-12-12,Frecuente
4093,799251286,Ariadna,Ortega Garay,M,1952-10-10,fidelmartinez@example.net,223-972-4843x960,2,2023-04-19,Ocasional
4094,518884874,Rubén,Villalobos Olivares,F,1964-02-28,reynosorodolfo@example.org,1-105-150-7108x1653,4,2022-06-04,VIP
4095,842142465,Jacinto,Velasco Tejada,F,2003-05-04,virginia15@example.net,1-209-283-5342,3,2023-05-07,VIP
4096,641851255,Uriel,Laureano Zayas,F,1959-09-08,abril15@example.org,1-800-648-6157x79932,,,Frecuente
4097,201632355,Gabriel,Padrón Pabón,N,1993-07-11,salma28@example.net,(389)996-8012x669,4,2023-10-12,Ocasional
4098,952617986,Sara,Espinoza Ayala,N,2005-06-28,mayahugo@example.com,424-944-2828x183,,,VIP
4099,907261952,Cristal,Miranda Narváez,F,1958-12-13,covarrubiasjose-manuel@example.com,917.827.2972x13690,2,2022-10-18,Ocasional
4100,554998580,Porfirio,Orta Porras,F,1996-09-17,de-la-garzacatalina@example.net,316-501-2404x034,1,2023-01-23,Ocasional
4101,295673703,Beatriz,Rosado Perales,N,2004-04-02,saavedracamila@example.org,779.386.4047x042,1,2025-03-11,Ocasional
4102,414271884,Alvaro,Tórrez Piña,N,1954-02-28,fluevano@example.net,635-943-0122x6941,4,2023-03-05,Ocasional
4103,575435529,Irma,Guerrero Mejía,M,1964-04-03,elvia18@example.com,+50(9)8221625932,1,2025-09-06,Frecuente
4104,463290518,Dolores,Laureano Aguilera,N,1974-08-11,tania07@example.com,1-383-416-2325x2874,2,2022-02-15,Frecuente
4105,015049910,Homero,Alvarez Cintrón,N,1969-02-19,estradaenrique@example.org,760-392-1916,4,2024-08-15,Ocasional
4106,148060247,Itzel,Sanches Archuleta,N,1962-07-15,nholguin@example.net,551-299-8663x1805,,,Frecuente
4107,158500170,Nancy,Guevara Aguilera,F,1998-06-13,lornelas@example.org,(463)507-7318x85937,4,2022-09-29,Ocasional
4108,195429252,María Luisa,Nájera Grijalva,F,1964-08-23,jeronimoyanez@example.net,1-409-533-2433x50698,2,2025-08-14,Frecuente
4109,901860373,Gregorio,Maestas Guerrero,M,1982-07-20,noemialmonte@example.org,1-471-278-0664,4,2022-11-23,VIP
4110,229462666,Horacio,Urías Nava,N,1988-09-08,yrosas@example.net,1-689-268-5512x70118,,,Ocasional
4111,020370916,Emilia,Pérez Badillo,F,1986-06-01,zgastelum@example.net,055.456.5154x142,4,2022-03-10,Frecuente
4112,248854698,Estefanía,Tijerina Peralta,N,2005-10-24,malaveignacio@example.org,413.822.5814x0101,,,Ocasional
4113,818596966,Yuridia,Casas Velázquez,F,1971-02-21,montanezaldo@example.net,(428)164-5808,2,2025-05-10,Ocasional
4114,541494694,Bianca,Aragón Osorio,N,1991-11-25,isabelmunguia@example.org,1-726-344-5565x8247,1,2025-06-10,Ocasional
4115,545090464,Lorena,Valdés Chacón,F,2002-07-10,oswaldo45@example.net,220.501.1600x268,,,Ocasional
4116,203937114,Hermelinda,Viera Pulido,F,1961-10-26,freynoso@example.com,192.029.7637x75557,4,2024-11-15,VIP
4117,914790439,Silvia,Luevano Gómez,F,1999-12-25,ybarraelena@example.com,711-625-3522x938,,,Ocasional
4118,718495239,Leonel,de la Crúz Velasco,F,2003-08-23,teranmartin@example.net,1-375-937-2751x3158,,,Ocasional
4119,596901159,Juan,Collazo Altamirano,N,1959-12-15,nbeltran@example.net,1-477-854-0794x5393,2,2023-10-30,Ocasional
4120,922891010,Gerardo,Bravo Candelaria,N,1962-01-29,estebanpantoja@example.com,(285)069-6720x647,2,2022-11-01,VIP
4121,986109789,Homero,Adame Molina,F,1971-12-15,adriana37@example.com,+16(0)5570478712,2,2025-09-23,Frecuente
4122,990816110,Esther,Rosado del Valle,F,1962-05-18,xgranado@example.com,856-429-6539x990,3,2024-12-17,VIP
4123,402865144,Silvano,Marroquín Limón,M,1965-03-20,fbonilla@example.net,1-416-867-4489x961,,,Ocasional
4124,147588809,Iván,Candelaria Preciado,M,1951-06-22,alfaropilar@example.org,435-835-1006,,,Ocasional
4125,777915861,Yolanda,Rodríguez Aponte,N,1979-09-25,bpreciado@example.org,1-453-007-3415x27421,4,2023-08-17,Frecuente
4126,340732698,Claudia,Terrazas Casas,N,1980-11-16,elvirabahena@example.net,(380)180-8753,1,2024-04-22,Frecuente
4127,736919575,María Elena,Luevano Carbajal,M,1990-04-21,lorenaalmanza@example.org,(674)586-1894,3,2023-09-16,Ocasional
4128,326722823,Catalina,Anguiano Olivera,M,1987-05-26,guadalupetello@example.net,1-820-282-5365x522,2,2022-03-07,VIP
4129,976062796,Agustín,Martínez Esparza,N,1976-11-02,ofelia03@example.org,(515)716-1954,,,Frecuente
4130,272601626,Lucas,Reyna Coronado,N,2004-10-29,rubenalejandro@example.net,(418)507-1138,4,2022-08-21,Ocasional
4131,265436662,Elvira,Montaño Barrera,M,1952-03-03,marco-antonio35@example.com,1-658-488-5476x206,,,Ocasional
4132,801744975,Raquel,Godoy Limón,M,1964-02-06,nrubio@example.com,+21(9)7617432641,,,Frecuente
4133,030110628,Mauricio,Crespo Escalante,M,1954-11-15,jos14@example.com,(850)182-9990x9101,1,2022-07-02,VIP
4134,150988190,Anabel,de la Rosa Ochoa,N,1997-07-14,rodolfoarenas@example.org,(199)073-9488x34039,1,2023-08-18,Frecuente
4135,158420083,Alejandro,Piña Abrego,N,1975-03-30,eroldan@example.net,1-297-034-5058x820,3,2024-01-25,Ocasional
4136,950453391,David,Henríquez Hernádez,N,1954-08-08,svillalpando@example.net,1-974-225-7798,2,2025-12-22,Frecuente
4137,546993262,Estela,Aguirre Mares,F,1963-07-04,bernardolaureano@example.com,1-823-321-3019,,,Ocasional
4138,304551880,Esteban,Ulloa Olivo,M,1976-03-10,celiaosorio@example.com,(356)119-4361,,,Frecuente
4139,994040462,Guillermina,Salas Menchaca,M,1950-12-27,lchavarria@example.com,(823)553-1844x4690,2,2023-12-15,VIP
4140,070212323,Helena,Serrano Sotelo,N,1961-01-13,israelorosco@example.org,(716)880-1771,,,Ocasional
4141,215536485,Ana Luisa,Trejo Preciado,N,1950-11-02,qnavarro@example.org,500-235-6414x077,1,2023-12-09,Frecuente
4142,634545607,Blanca,Hernádez Collazo,F,1961-06-07,altamiranoilse@example.com,513.718.3497,1,2025-12-13,Ocasional
4143,132665496,Roberto,Vega Córdova,N,2001-06-29,santiagocanales@example.org,1-807-785-8599x19289,3,2023-09-18,Frecuente
4144,290726215,Zeferino,Córdova Carvajal,F,1951-11-10,lpuente@example.com,+38(3)4786264616,,,VIP
4145,779794800,Caridad,Meraz Ávila,F,1976-08-28,tapialilia@example.org,1-035-090-7861,1,2025-08-02,Ocasional
4146,445553854,Beatriz,Herrera Alonzo,F,1969-07-30,cprado@example.org,470.082.6374,,,Frecuente
4147,697853717,Zacarías,Parra Leyva,N,1995-11-30,icoronado@example.net,074.762.1989,4,2025-11-17,VIP
4148,119358772,Federico,Tórrez Gálvez,N,1980-01-25,reina30@example.org,849-707-1992x575,2,2022-06-01,Ocasional
4149,280734342,Carla,Candelaria Reyna,M,2004-05-29,hernadezgustavo@example.net,+34(2)8756731101,,,Ocasional
4150,619978131,Martha,Olivo Olmos,N,1982-12-19,echeverriamarcos@example.net,02615409856,4,2024-03-15,Frecuente
4151,016979814,Salvador,Borrego Adame,N,1960-04-12,rosaferrer@example.com,(100)334-5393x1742,3,2022-11-23,Ocasional
4152,365919799,Claudio,Cabán Prieto,M,1997-08-02,rodolfo81@example.org,791.367.8953,1,2025-07-20,Frecuente
4153,750806340,Margarita,Zepeda Colunga,F,1991-07-14,orellanafabiola@example.net,824-817-2971x311,,,Frecuente
4154,061707319,Itzel,Serrato de la Garza,N,1990-11-28,amador84@example.org,211-218-2882,4,2024-02-29,VIP
4155,990257657,Rodrigo,Cabrera Huerta,N,1974-06-26,hugo70@example.net,(543)321-2595x43244,4,2022-05-06,Ocasional
4156,363395837,Esmeralda,Elizondo Delgado,F,1966-03-07,robledonoelia@example.net,105-089-8940x81672,1,2025-05-29,Frecuente
4157,036386927,Federico,Gallegos Padilla,M,1984-03-15,jose-emiliocamarillo@example.net,+73(8)5153435679,1,2023-05-24,VIP
4158,033680720,Gonzalo,Becerra Montaño,N,1983-12-24,yuridia09@example.com,(174)556-3780x187,,,Frecuente
4159,597802464,Beatriz,Melgar Burgos,F,1998-08-11,abriladame@example.com,1-409-612-9926,,,Frecuente
4160,269150738,Conchita,Gil Ontiveros,N,1959-12-17,torrezblanca@example.com,1-977-642-3788x507,,,Frecuente
4161,394010725,Ramón,Anguiano Maldonado,M,2005-12-23,wnoriega@example.org,1-033-501-2329,2,2023-12-22,Ocasional
4162,675761105,Abigail,Arteaga Candelaria,M,1957-09-10,curielgabriela@example.net,415.822.1215,3,2022-11-07,VIP
4163,710142865,Antonio,Candelaria Armas,F,1959-04-12,zayaspatricia@example.net,1-066-593-5614,,,VIP
4164,089988012,Ana Luisa,Alva Ulibarri,F,1995-10-22,maderazeferino@example.com,860-689-2174,4,2025-03-19,Ocasional
4165,152348350,Frida,Salazar Alemán,M,2006-11-13,mheredia@example.net,522.499.4989x76391,4,2023-10-18,Ocasional
4166,648482111,José María,Anguiano Arreola,F,1974-03-28,kortega@example.com,06587015295,3,2024-08-30,Frecuente
4167,011837192,Amelia,Perales Guevara,M,1976-01-31,hector16@example.com,530-445-6759x8186,4,2022-08-29,Ocasional
4168,601238405,Federico,Chacón Macías,M,1971-08-29,elviamatos@example.org,(511)274-8162x6985,4,2022-10-19,Ocasional
4169,384136036,Débora,Alvarado Mojica,N,1975-04-15,apedraza@example.com,1-999-321-9746x56382,1,2023-03-20,Ocasional
4170,835292598,José Emilio,Paredes Zamudio,N,1965-08-12,cottoolivia@example.com,619-768-1389x10208,,,VIP
4171,494015569,Modesto,Márquez Apodaca,M,1966-02-07,oscarvillalpando@example.net,650.031.9085,,,VIP
4172,508081730,María Eugenia,Valadez Valadez,M,1951-12-22,ilsesoria@example.com,208-652-0774,3,2024-09-23,Ocasional
4173,811472620,Octavio,Ordóñez Arriaga,N,1951-09-23,joaquinpalomo@example.org,811.690.9727x328,,,VIP
4174,883547871,José Eduardo,Nieves Salcedo,M,1980-03-10,evillalpando@example.com,(408)522-8619x8272,2,2024-07-18,Frecuente
4175,075243151,Lucas,Aguayo Ocasio,N,1976-08-27,mateo68@example.org,1-996-728-2419x78680,,,Ocasional
4176,941445696,Frida,de la Garza Soto,F,2006-01-07,rsegura@example.net,(598)672-4195,3,2023-07-03,VIP
4177,770848397,Graciela,Castañeda Narváez,N,1982-05-03,ebarrios@example.com,(696)728-9257,1,2022-03-27,Ocasional
4178,690829297,Luis Miguel,Montero Mercado,N,1950-08-28,andres46@example.com,983.143.0995x3218,2,2022-07-03,Ocasional
4179,568653023,Reynaldo,Granado Caraballo,M,1985-03-22,felix05@example.net,654-833-8806x7191,,,Frecuente
4180,356501682,Miguel,Linares Delgadillo,M,1958-07-01,armando86@example.net,1-566-717-5240x975,,,Frecuente
4181,616042850,Noemí,Ocampo Cardenas,N,1957-11-28,vanesavalle@example.org,749-500-4418,,,Frecuente
4182,337473754,Jorge,Badillo Aguirre,M,1976-06-12,marce@example.org,984.363.4861x565,1,2022-04-29,Ocasional
4183,091755640,Patricio,Segovia Rojas,M,1972-06-04,guillermoangulo@example.net,869-384-1370,4,2022-04-23,Ocasional
4184,752339265,Margarita,Solorio Rodrígez,F,2000-10-02,gironvictoria@example.org,+14(1)1826060682,2,2024-03-12,VIP
4185,552231678,Ariadna,Rojo Quintana,N,1955-03-04,plaboy@example.com,057.420.5008x000,3,2023-11-08,Ocasional
4186,238292097,Andrea,Tafoya Coronado,F,1960-04-07,sacuna@example.com,(011)990-6887,3,2022-02-20,Ocasional
4187,168705844,Abigail,Zepeda Arevalo,N,1969-07-16,manzanaresdalia@example.org,663-456-4504,1,2022-02-07,Frecuente
4188,065521131,Aldo,Roque Villarreal,N,1965-07-18,concepcion59@example.org,021-395-2076,2,2024-04-15,VIP
4189,627574709,Frida,Guzmán Montalvo,F,1957-12-17,cornelionavarrete@example.com,08370157744,1,2023-09-25,VIP
4190,235178716,Arturo,Pérez Piña,N,2001-01-15,camilollamas@example.net,1-984-847-1693,3,2025-07-13,Ocasional
4191,091585148,Lucía,Calvillo Salcido,N,1970-06-27,jose-manuel82@example.net,681-415-5014x57004,,,Ocasional
4192,640639078,Zeferino,Alemán Cabrera,M,2002-04-09,pespinal@example.org,1-591-128-6131x883,,,Frecuente
4193,902817213,Santiago,Mojica Mendoza,F,2003-09-30,faranda@example.com,+16(1)9959425352,4,2024-08-31,Ocasional
4194,524569308,Jorge Luis,Granado Rascón,F,1983-10-03,maciascristal@example.org,1-659-995-4408x09958,3,2024-10-04,Ocasional
4195,423278626,Samuel,Cortés Sisneros,N,1961-01-12,camilomesa@example.com,1-630-839-7725x1883,1,2023-01-01,Ocasional
4196,538297820,Eloisa,Valentín Villanueva,F,1982-04-09,federico49@example.org,+26(3)9864935449,3,2024-02-28,Ocasional
4197,318676030,Serafín,Ruelas Alcala,M,2001-03-13,umojica@example.com,388.223.4091,2,2023-02-27,Ocasional
4198,857547971,Marisela,Aponte Sandoval,M,1995-06-26,mercedes43@example.net,678-282-7598,1,2025-11-04,Frecuente
4199,941931718,María Cristina,Ocampo Sosa,M,1967-01-29,riverorene@example.net,00513146929,,,Frecuente
4200,149018544,Sofía,Gaona Figueroa,M,1974-02-19,qgalvez@example.com,723-636-2858x4981,3,2025-11-24,Frecuente
4201,345952594,Bernabé,Holguín Nieves,N,1960-04-22,hmuro@example.net,1-386-880-5074x511,3,2025-11-15,VIP
4202,681705488,Isabela,Domínguez Lozada,N,1998-12-14,hbenavidez@example.net,1-100-030-0352x751,,,Ocasional
4203,699711902,Marisol,de León Tamayo,N,1976-08-02,igaribay@example.com,487.836.0029x8455,1,2023-11-26,Ocasional
4204,829972964,Pamela,Enríquez Santana,N,1954-12-02,lucerokarina@example.net,07270189138,,,VIP
4205,030414955,Porfirio,Saldaña Castillo,F,1998-01-26,rubiozeferino@example.org,(836)069-6688x44879,4,2024-10-09,Ocasional
4206,446268963,Graciela,Guerra Brito,F,2003-10-23,mesquibel@example.org,062-480-7274,4,2025-01-31,Frecuente
4207,186765734,Esteban,Meza Segovia,N,1983-07-05,juan-carlos93@example.org,743-420-5024x0905,2,2022-03-27,Ocasional
4208,230230153,Alma,Valdivia Gaitán,M,1968-09-18,jaqueline03@example.com,509.269.2526,,,Ocasional
4209,670958647,Ángel,Rodríquez Nieto,F,1972-03-19,navarroflorencia@example.org,822-870-0213x6139,,,Frecuente
4210,816067698,Ricardo,Vanegas de la Rosa,N,1991-09-10,cristalgalvez@example.net,(874)451-2276x07866,1,2022-08-12,Frecuente
4211,182802210,Abraham,Ramón Páez,F,1951-10-30,graciela20@example.com,+77(1)3599233128,2,2023-11-08,VIP
4212,674748377,Silvano,Vergara Sanches,F,1960-01-31,camilo18@example.net,(054)231-1262x574,,,Ocasional
4213,133511515,Nelly,Ybarra León,M,1995-09-18,tpadilla@example.com,(655)057-5194,2,2025-09-17,Frecuente
4214,832077930,Esther,Hernández Cavazos,F,1997-11-05,geronimo82@example.net,1-085-115-4947,,,Ocasional
4215,938373399,José Luis,Aguilera Lucio,N,1954-08-18,nnevarez@example.com,(542)288-0326,2,2023-12-18,Frecuente
4216,897756503,Abelardo,de la Rosa Vargas,M,1971-06-21,xlongoria@example.net,+57(9)6873352018,,,Frecuente
